Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L2916602", 12.47, 1,    7339.69,  -31.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"D6140778-1_INT", 12.47, 2,    7328.56, -154.1,    1.0179, 0, 0, 0, 0, 0, 0, 0, 0
"L2766748", 12.47, 1,    7237.98,  -33.8,    1.0053, 0, 0, 0, 0, 0, 0, 0, 0
"REGXFMR_190-8581", 12.47, 1,    7032.53,  -30.8,    0.9768, 2,    7460.44, -152.1,    1.0362, 3,    7703.44,   92.7,      1.07
"L3104129", 12.47, 1,    7502.18,  -32.9,     1.042, 0, 0, 0, 0, 0, 0, 0, 0
"M1027110", 12.47, 1,    7025.31,  -34.0,    0.9758, 0, 0, 0, 0, 0, 0, 0, 0
"L3047058", 12.47, 1,    7189.07,  -33.9,   0.99854, 0, 0, 0, 0, 0, 0, 0, 0
"L2801949", 12.47, 2,    7309.68, -156.5,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"L2710525", 12.47, 3,     7420.1,   92.4,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L3197640", 12.47, 3,    7431.38,   92.3,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"L3010561", 12.47, 1,    7309.25,  -33.2,    1.0152, 0, 0, 0, 0, 0, 0, 0, 0
"L3141390", 12.47, 2,    7297.01, -154.1,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"D5746546-1_INT", 12.47, 3,    7292.04,   89.4,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0
"D5956499-2_INT", 12.47, 1,    7306.95,  -33.2,    1.0149, 2,    7325.71, -156.2,    1.0175, 3,    7404.57,   92.0,    1.0285
"L2823592_CAP", 12.47, 1,    7524.82,  -31.0,    1.0452, 2,    7560.55, -150.7,    1.0501, 3,    7569.38,   89.9,    1.0514
"Q16642_CAP", 12.47, 1,    7181.88,  -32.5,   0.99755, 2,    7426.21, -155.0,    1.0315, 3,    7598.38,   92.3,    1.0554
"Q16483_CAP", 12.47, 1,    7349.32,  -31.4,    1.0208, 2,    7533.07, -151.4,    1.0463, 3,    7591.36,   90.5,    1.0544
"HVMV_SUB_HSB", 115, 1,    69635.6,   -0.1,    1.0488, 2,    69667.2, -120.0,    1.0493, 3,    69726.4,  119.9,    1.0502
"REGXFMR_HVMV_SUB_LSB", 12.47, 1,    7508.61,  -30.8,    1.0429, 2,       7517, -150.5,    1.0441, 3,    7563.17,   89.8,    1.0505
"X2804253A", 0.208, 1,    108.346,  -39.5,   0.90221, 2,    108.351,  140.5,   0.90226, 0, 0, 0, 0
"X3254213B", 0.208, 1,    121.588, -156.6,    1.0125, 2,    121.595,   23.4,    1.0125, 0, 0, 0, 0
"X3216339B", 0.208, 1,    121.018, -154.4,    1.0077, 2,    121.025,   25.6,    1.0078, 0, 0, 0, 0
"X2954355A", 0.208, 1,    120.882,  -33.5,    1.0066, 2,    120.889,  146.5,    1.0067, 0, 0, 0, 0
"X2861197C", 0.208, 1,    126.849,   91.4,    1.0563, 2,    126.856,  -88.6,    1.0564, 0, 0, 0, 0
"X2842379A", 0.208, 1,    121.827,  -32.0,    1.0145, 2,    121.834,  148.0,    1.0145, 0, 0, 0, 0
"X2841636B", 0.208, 1,    121.356, -154.4,    1.0106, 2,    121.363,   25.6,    1.0106, 0, 0, 0, 0
"X3047289A", 0.208, 1,    114.345,  -34.8,   0.95217, 2,    114.352,  145.1,   0.95223, 0, 0, 0, 0
"X3047289B", 0.208, 1,    123.462, -152.4,    1.0281, 2,    123.469,   27.6,    1.0281, 0, 0, 0, 0
"X3047289C", 0.208, 1,    124.002,   89.4,    1.0326, 2,    124.009,  -90.6,    1.0326, 0, 0, 0, 0
"X3085399C", 0.208, 1,    123.548,   89.0,    1.0288, 2,    123.555,  -91.0,    1.0289, 0, 0, 0, 0
"X3085391B", 0.208, 1,    117.032, -158.1,   0.97455, 2,    117.039,   21.9,    0.9746, 0, 0, 0, 0
"X2897778A", 0.208, 1,    118.291,  -34.6,   0.98503, 2,    118.298,  145.4,   0.98509, 0, 0, 0, 0
"X3197647A", 0.208, 1,    121.447,  -33.4,    1.0113, 2,    121.454,  146.5,    1.0114, 0, 0, 0, 0
"X2936275B", 0.208, 1,    125.254, -151.2,     1.043, 2,    125.261,   28.8,    1.0431, 0, 0, 0, 0
"X2729408B", 0.208, 1,    122.902, -156.4,    1.0234, 2,    122.909,   23.6,    1.0235, 0, 0, 0, 0
"X2673310A", 0.208, 1,    122.755,  -33.8,    1.0222, 2,    122.762,  146.2,    1.0223, 0, 0, 0, 0
"X3048212A", 0.208, 1,    120.405,  -34.0,    1.0026, 2,    120.412,  146.0,    1.0027, 0, 0, 0, 0
"X3104133A", 0.208, 1,    111.235,  -38.0,   0.92627, 2,    111.241,  142.0,   0.92632, 0, 0, 0, 0
"X2879087A", 0.208, 1,    120.642,  -33.9,    1.0046, 2,    120.649,  146.1,    1.0047, 0, 0, 0, 0
"X2710510C", 0.208, 1,    123.971,   88.7,    1.0323, 2,    123.978,  -91.3,    1.0324, 0, 0, 0, 0
"X3122810B", 0.208, 1,    120.985, -156.2,    1.0075, 2,    120.992,   23.8,    1.0075, 0, 0, 0, 0
"X2954352C", 0.208, 1,    123.634,   89.0,    1.0295, 2,    123.641,  -91.0,    1.0296, 0, 0, 0, 0
"X2729411A", 0.208, 1,    120.687,  -34.4,     1.005, 2,    120.694,  145.6,     1.005, 0, 0, 0, 0
"X3178971A", 0.208, 1,    121.062,  -33.4,    1.0081, 2,    121.069,  146.6,    1.0082, 0, 0, 0, 0
"X3254234B", 0.208, 1,    122.335, -156.5,    1.0187, 2,    122.342,   23.5,    1.0188, 0, 0, 0, 0
"X_293471A", 0.208, 1,    119.797,  -34.4,   0.99757, 2,    119.804,  145.6,   0.99763, 0, 0, 0, 0
"X_293471B", 0.208, 1,    122.304, -154.1,    1.0184, 2,    122.311,   25.9,    1.0185, 0, 0, 0, 0
"X_293471C", 0.208, 1,    124.193,   88.6,    1.0342, 2,      124.2,  -91.4,    1.0342, 0, 0, 0, 0
"X2860482A", 0.208, 1,    121.696,  -33.4,    1.0134, 2,    121.703,  146.6,    1.0134, 0, 0, 0, 0
"X2763811C", 0.208, 1,    122.805,   91.7,    1.0226, 2,    122.812,  -88.3,    1.0227, 0, 0, 0, 0
"X3251799A", 0.208, 1,    120.664,  -31.2,    1.0048, 2,    120.671,  148.8,    1.0048, 0, 0, 0, 0
"X2898526C", 0.208, 1,    110.421,   84.0,   0.91949, 2,    110.427,  -96.0,   0.91954, 0, 0, 0, 0
"X2897780B", 0.208, 1,    122.716, -154.0,    1.0219, 2,    122.723,   26.0,    1.0219, 0, 0, 0, 0
"X3027124C", 0.208, 1,    123.823,   89.6,    1.0311, 2,    123.831,  -90.4,    1.0312, 0, 0, 0, 0
"X2954361B", 0.208, 1,    120.331, -155.1,     1.002, 2,    120.338,   24.9,    1.0021, 0, 0, 0, 0
"X2745811C", 0.208, 1,    123.988,   89.7,    1.0325, 2,    123.996,  -90.3,    1.0325, 0, 0, 0, 0
"X2841633A", 0.208, 1,    121.694,  -33.3,    1.0134, 2,    121.701,  146.6,    1.0134, 0, 0, 0, 0
"X2917359A", 0.208, 1,    120.695,  -32.3,    1.0051, 2,    120.702,  147.7,    1.0051, 0, 0, 0, 0
"X2748158A", 0.208, 1,    120.076,  -34.4,    0.9999, 2,    120.083,  145.6,   0.99995, 0, 0, 0, 0
"X2955047A", 0.208, 1,    108.968,  -34.3,    0.9074, 2,    108.974,  145.7,   0.90745, 0, 0, 0, 0
"X3122837C", 0.208, 1,    123.467,   92.3,    1.0281, 2,    123.474,  -87.7,    1.0282, 0, 0, 0, 0
"X2804269B", 0.208, 1,    120.242, -155.1,    1.0013, 2,    120.249,   24.9,    1.0013, 0, 0, 0, 0
"X3157708C", 0.208, 1,    122.889,   91.9,    1.0233, 2,    122.896,  -88.1,    1.0234, 0, 0, 0, 0
"X3179682C", 0.208, 1,    125.102,   89.7,    1.0417, 2,    125.109,  -90.3,    1.0418, 0, 0, 0, 0
"X2822877B", 0.208, 1,    121.078, -156.5,    1.0082, 2,    121.085,   23.5,    1.0083, 0, 0, 0, 0
"X3141393C", 0.208, 1,    125.779,   92.3,    1.0474, 2,    125.787,  -87.7,    1.0474, 0, 0, 0, 0
"X2897801A", 0.208, 1,    121.362,  -33.3,    1.0106, 2,    121.369,  146.7,    1.0107, 0, 0, 0, 0
"X3217056A", 0.208, 1,     124.82,  -31.1,    1.0394, 2,    124.828,  148.9,    1.0395, 0, 0, 0, 0
"X2936270A", 0.208, 1,    124.913,  -31.1,    1.0402, 2,     124.92,  148.9,    1.0402, 0, 0, 0, 0
"X3235249A", 0.208, 1,    119.909,  -34.2,    0.9985, 2,    119.916,  145.8,   0.99856, 0, 0, 0, 0
"X3217052C", 0.208, 1,    126.153,   90.4,    1.0505, 2,     126.16,  -89.6,    1.0506, 0, 0, 0, 0
"X2916598A", 0.208, 1,    120.316,  -34.1,    1.0019, 2,    120.323,  145.9,    1.0019, 0, 0, 0, 0
"X3048206A", 0.208, 1,    122.609,  -33.9,     1.021, 2,    122.616,  146.1,     1.021, 0, 0, 0, 0
"X3141402C", 0.208, 1,    123.134,   92.4,    1.0254, 2,    123.141,  -87.6,    1.0254, 0, 0, 0, 0
"X3235256A", 0.208, 1,    121.498,  -34.3,    1.0117, 2,    121.505,  145.7,    1.0118, 0, 0, 0, 0
"X3178973A", 0.208, 1,    121.323,  -33.4,    1.0103, 2,     121.33,  146.6,    1.0103, 0, 0, 0, 0
"X3197654A", 0.208, 1,    119.306,  -32.6,   0.99348, 2,    119.313,  147.4,   0.99354, 0, 0, 0, 0
"X3066809C", 0.208, 1,    122.912,   91.9,    1.0235, 2,    122.919,  -88.1,    1.0236, 0, 0, 0, 0
"X2766742B", 0.208, 1,    121.428, -156.9,    1.0112, 2,    121.435,   23.1,    1.0112, 0, 0, 0, 0
"X2991908A", 0.208, 1,    120.548,  -33.7,    1.0038, 2,    120.555,  146.3,    1.0039, 0, 0, 0, 0
"X3065750B", 0.208, 1,     121.51, -156.1,    1.0118, 2,    121.517,   23.8,    1.0119, 0, 0, 0, 0
"X3085401A", 0.208, 1,    123.536,  -33.3,    1.0287, 2,    123.543,  146.7,    1.0288, 0, 0, 0, 0
"X2729413A", 0.208, 1,     121.19,  -33.8,    1.0092, 2,    121.198,  146.2,    1.0092, 0, 0, 0, 0
"X3254915B", 0.208, 1,    124.937, -151.7,    1.0404, 2,    124.945,   28.3,    1.0404, 0, 0, 0, 0
"X2748131B", 0.208, 1,    121.366, -156.2,    1.0106, 2,    121.373,   23.8,    1.0107, 0, 0, 0, 0
"X3066810C", 0.208, 1,    122.719,   91.7,    1.0219, 2,    122.726,  -88.3,     1.022, 0, 0, 0, 0
"X2973146B", 0.208, 1,    122.006, -156.5,     1.016, 2,    122.013,   23.5,     1.016, 0, 0, 0, 0
"X2973180B", 0.208, 1,    120.299, -156.6,    1.0018, 2,    120.306,   23.4,    1.0018, 0, 0, 0, 0
"X2973167B", 0.208, 1,    123.487, -155.9,    1.0283, 2,    123.494,   24.1,    1.0284, 0, 0, 0, 0
"X2841621C", 0.208, 1,    123.743,   92.2,    1.0304, 2,     123.75,  -87.8,    1.0305, 0, 0, 0, 0
"X3123509C", 0.208, 1,    126.159,   90.1,    1.0505, 2,    126.166,  -89.9,    1.0506, 0, 0, 0, 0
"X2841627A", 0.208, 1,    120.271,  -33.6,    1.0015, 2,    120.278,  146.4,    1.0016, 0, 0, 0, 0
"X3235250B", 0.208, 1,    120.457, -156.6,    1.0031, 2,    120.464,   23.4,    1.0031, 0, 0, 0, 0
"X3728037A", 0.208, 1,    121.538,  -33.5,    1.0121, 2,    121.545,  146.5,    1.0121, 0, 0, 0, 0
"X3142078B", 0.208, 1,    123.812, -153.1,     1.031, 2,    123.819,   26.9,    1.0311, 0, 0, 0, 0
"X2879066B", 0.208, 1,    121.576, -156.1,    1.0124, 2,    121.583,   23.9,    1.0124, 0, 0, 0, 0
"X3235254C", 0.208, 1,    123.449,   92.2,     1.028, 2,    123.457,  -87.8,     1.028, 0, 0, 0, 0
"X2917330A", 0.208, 1,    121.816,  -31.9,    1.0144, 2,    121.823,  148.1,    1.0144, 0, 0, 0, 0
"X2914323B", 0.208, 1,    121.785, -156.8,    1.0141, 2,    121.792,   23.2,    1.0142, 0, 0, 0, 0
"X3197640C", 0.208, 1,    123.271,   92.1,    1.0265, 2,    123.279,  -87.9,    1.0266, 0, 0, 0, 0
"X3179673C", 0.208, 1,    126.006,   90.3,    1.0493, 2,    126.013,  -89.7,    1.0493, 0, 0, 0, 0
"X3048228C", 0.208, 1,    122.474,   89.4,    1.0199, 2,    122.481,  -90.6,    1.0199, 0, 0, 0, 0
"X3104126C", 0.208, 1,    123.293,   88.9,    1.0267, 2,      123.3,  -91.1,    1.0267, 0, 0, 0, 0
"X2990098A", 0.208, 1,    118.894,  -30.9,   0.99005, 2,    118.901,  149.1,   0.99011, 0, 0, 0, 0
"X2879067A", 0.208, 1,    120.909,  -33.4,    1.0068, 2,    120.916,  146.6,    1.0069, 0, 0, 0, 0
"X3176656A", 0.208, 1,    112.611,  -36.9,   0.93773, 2,    112.617,  143.1,   0.93778, 0, 0, 0, 0
"X2710532C", 0.208, 1,     122.69,   92.2,    1.0217, 2,    122.697,  -87.8,    1.0217, 0, 0, 0, 0
"X3160115B", 0.208, 1,    122.574, -154.9,    1.0207, 2,    122.582,   25.1,    1.0208, 0, 0, 0, 0
"X3103822C", 0.208, 1,    123.847,   92.2,    1.0313, 2,    123.854,  -87.8,    1.0314, 0, 0, 0, 0
"X2805034A", 0.208, 1,    122.305,  -31.5,    1.0185, 2,    122.313,  148.5,    1.0185, 0, 0, 0, 0
"X3157167A", 0.208, 1,    122.592,  -31.5,    1.0208, 2,    122.599,  148.5,    1.0209, 0, 0, 0, 0
"X2916620A", 0.208, 1,    119.313,  -32.7,   0.99354, 2,     119.32,  147.3,    0.9936, 0, 0, 0, 0
"X2916620B", 0.208, 1,    122.979, -155.2,    1.0241, 2,    122.986,   24.8,    1.0241, 0, 0, 0, 0
"X2916620C", 0.208, 1,    126.231,   92.1,    1.0511, 2,    126.238,  -87.9,    1.0512, 0, 0, 0, 0
"X3027132A", 0.208, 1,    116.951,  -34.1,   0.97387, 2,    116.958,  145.9,   0.97393, 0, 0, 0, 0
"X2822862C", 0.208, 1,     122.24,   89.4,    1.0179, 2,    122.247,  -90.6,     1.018, 0, 0, 0, 0
"X2937757C", 0.208, 1,    124.399,   89.6,    1.0359, 2,    124.406,  -90.4,    1.0359, 0, 0, 0, 0
"X2860483B", 0.208, 1,    121.394, -156.2,    1.0109, 2,    121.401,   23.8,    1.0109, 0, 0, 0, 0
"X3048210A", 0.208, 1,    118.615,  -34.5,   0.98773, 2,    118.622,  145.5,   0.98778, 0, 0, 0, 0
"X3312692A", 0.208, 1,    116.501,  -34.2,   0.97012, 2,    116.508,  145.8,   0.97018, 0, 0, 0, 0
"X3251854A", 0.208, 1,    120.164,  -32.1,    1.0006, 2,    120.171,  147.9,    1.0007, 0, 0, 0, 0
"X3085398B", 0.208, 1,    123.041, -156.4,    1.0246, 2,    123.048,   23.6,    1.0246, 0, 0, 0, 0
"X3254207A", 0.208, 1,    121.522,  -33.2,    1.0119, 2,    121.529,  146.8,     1.012, 0, 0, 0, 0
"X2729424A", 0.208, 1,    120.272,  -32.1,    1.0015, 2,    120.279,  147.9,    1.0016, 0, 0, 0, 0
"X3066816A", 0.208, 1,    120.219,  -33.7,    1.0011, 2,    120.226,  146.3,    1.0011, 0, 0, 0, 0
"X2785518C", 0.208, 1,    123.078,   88.9,    1.0249, 2,    123.085,  -91.1,     1.025, 0, 0, 0, 0
"X3029503C", 0.208, 1,    123.546,   88.9,    1.0288, 2,    123.553,  -91.1,    1.0288, 0, 0, 0, 0
"X2748140A", 0.208, 1,    119.499,  -34.0,   0.99509, 2,    119.506,  146.0,   0.99514, 0, 0, 0, 0
"X2891575C", 0.208, 1,    123.115,   89.6,    1.0252, 2,    123.122,  -90.4,    1.0253, 0, 0, 0, 0
"X2842329C", 0.208, 1,     126.91,   91.4,    1.0568, 2,    126.918,  -88.6,    1.0569, 0, 0, 0, 0
"X3254212B", 0.208, 1,    122.475, -154.0,    1.0199, 2,    122.482,   26.0,    1.0199, 0, 0, 0, 0
"X3198348A", 0.208, 1,    121.759,  -31.4,    1.0139, 2,    121.766,  148.6,     1.014, 0, 0, 0, 0
"X3178979C", 0.208, 1,    124.501,   92.3,    1.0367, 2,    124.508,  -87.7,    1.0368, 0, 0, 0, 0
"X2879054A", 0.208, 1,    118.605,  -33.1,   0.98764, 2,    118.612,  146.9,    0.9877, 0, 0, 0, 0
"X3085388B", 0.208, 1,    120.639, -154.5,    1.0046, 2,    120.646,   25.5,    1.0046, 0, 0, 0, 0
"X2991914C", 0.208, 1,    123.082,   92.1,    1.0249, 2,    123.089,  -87.9,     1.025, 0, 0, 0, 0
"X2785534B", 0.208, 1,    123.106, -154.9,    1.0251, 2,    123.113,   25.1,    1.0252, 0, 0, 0, 0
"X3122835B", 0.208, 1,    120.714, -155.2,    1.0052, 2,    120.721,   24.8,    1.0053, 0, 0, 0, 0
"X3085395A", 0.208, 1,    122.215,  -34.1,    1.0177, 2,    122.222,  145.9,    1.0178, 0, 0, 0, 0
"X2879064A", 0.208, 1,    122.937,  -33.8,    1.0237, 2,    122.944,  146.2,    1.0238, 0, 0, 0, 0
"X3066814B", 0.208, 1,    123.592, -154.7,    1.0292, 2,    123.599,   25.3,    1.0292, 0, 0, 0, 0
"X2821087A", 0.208, 1,     118.89,  -30.9,   0.99002, 2,    118.897,  149.1,   0.99007, 0, 0, 0, 0
"X2860479B", 0.208, 1,    122.121, -156.5,    1.0169, 2,    122.128,   23.5,     1.017, 0, 0, 0, 0
"X3728042A", 0.208, 1,     121.44,  -33.5,    1.0112, 2,    121.447,  146.5,    1.0113, 0, 0, 0, 0
"X2935557A", 0.208, 1,    120.409,  -33.9,    1.0027, 2,    120.416,  146.1,    1.0027, 0, 0, 0, 0
"X2822864C", 0.208, 1,    123.567,   89.6,     1.029, 2,    123.574,  -90.5,     1.029, 0, 0, 0, 0
"X3235247A", 0.208, 1,    118.147,  -34.0,   0.98383, 2,    118.154,  146.0,   0.98389, 0, 0, 0, 0
"X3251807A", 0.208, 1,    116.708,  -34.1,   0.97185, 2,    116.715,  145.9,    0.9719, 0, 0, 0, 0
"X2804282C", 0.208, 1,    121.003,   89.2,    1.0076, 2,     121.01,  -90.8,    1.0077, 0, 0, 0, 0
"X2935560C", 0.208, 1,    123.208,   92.4,     1.026, 2,    123.215,  -87.6,     1.026, 0, 0, 0, 0
"X3104145B", 0.208, 1,    120.832, -155.3,    1.0062, 2,    120.839,   24.7,    1.0063, 0, 0, 0, 0
"X3086078A", 0.208, 1,    124.913,  -31.1,    1.0402, 2,    124.921,  148.9,    1.0402, 0, 0, 0, 0
"X2860477A", 0.208, 1,    120.782,  -33.8,    1.0058, 2,    120.789,  146.2,    1.0058, 0, 0, 0, 0
"X3645811C", 0.208, 1,    123.741,   92.2,    1.0304, 2,    123.748,  -87.8,    1.0305, 0, 0, 0, 0
"X3102793B", 0.208, 1,    120.976, -155.1,    1.0074, 2,    120.983,   24.9,    1.0074, 0, 0, 0, 0
"X2991910B", 0.208, 1,    120.802, -156.5,    1.0059, 2,    120.809,   23.5,     1.006, 0, 0, 0, 0
"X2710511A", 0.208, 1,    122.078,  -33.4,    1.0166, 2,    122.086,  146.6,    1.0166, 0, 0, 0, 0
"X2860486C", 0.208, 1,    123.141,   88.8,    1.0254, 2,    123.148,  -91.2,    1.0255, 0, 0, 0, 0
"X2935551C", 0.208, 1,     121.39,   89.4,    1.0108, 2,    121.397,  -90.6,    1.0109, 0, 0, 0, 0
"X2729409B", 0.208, 1,    121.795, -156.6,    1.0142, 2,    121.802,   23.4,    1.0143, 0, 0, 0, 0
"X2973833B", 0.208, 1,    125.354, -151.3,    1.0438, 2,    125.362,   28.7,    1.0439, 0, 0, 0, 0
"X2897769C", 0.208, 1,    123.274,   92.0,    1.0265, 2,    123.281,  -88.0,    1.0266, 0, 0, 0, 0
"X3216368C", 0.208, 1,    123.042,   92.3,    1.0246, 2,    123.049,  -87.7,    1.0246, 0, 0, 0, 0
"X2860490A", 0.208, 1,    121.237,  -34.4,    1.0096, 2,    121.244,  145.6,    1.0096, 0, 0, 0, 0
"X2861158C", 0.208, 1,    123.798,   89.7,    1.0309, 2,    123.806,  -90.3,     1.031, 0, 0, 0, 0
"X3141399C", 0.208, 1,    123.578,   89.0,    1.0291, 2,    123.586,  -91.0,    1.0291, 0, 0, 0, 0
"X3122816B", 0.208, 1,    122.758, -156.5,    1.0222, 2,    122.765,   23.5,    1.0223, 0, 0, 0, 0
"X2992556C", 0.208, 1,    124.909,   89.8,    1.0401, 2,    124.916,  -90.2,    1.0402, 0, 0, 0, 0
"X2897779C", 0.208, 1,    124.284,   88.7,    1.0349, 2,    124.291,  -91.3,     1.035, 0, 0, 0, 0
"X2970811A", 0.208, 1,    116.747,  -34.1,   0.97217, 2,    116.754,  145.9,   0.97223, 0, 0, 0, 0
"X2991933C", 0.208, 1,    123.563,   92.3,    1.0289, 2,     123.57,  -87.7,     1.029, 0, 0, 0, 0
"X2729428A", 0.208, 1,    120.442,  -33.6,    1.0029, 2,    120.449,  146.4,     1.003, 0, 0, 0, 0
"X3254216A", 0.208, 1,    120.528,  -33.5,    1.0037, 2,    120.535,  146.5,    1.0037, 0, 0, 0, 0
"X2897807B", 0.208, 1,    121.779, -156.3,    1.0141, 2,    121.786,   23.7,    1.0141, 0, 0, 0, 0
"X2898522A", 0.208, 1,    122.852,  -31.4,     1.023, 2,    122.859,  148.6,    1.0231, 0, 0, 0, 0
"X3048230C", 0.208, 1,    124.154,   88.6,    1.0338, 2,    124.161,  -91.4,    1.0339, 0, 0, 0, 0
"X3195327A", 0.208, 1,    115.612,  -34.6,   0.96272, 2,    115.619,  145.4,   0.96278, 0, 0, 0, 0
"X3047058A", 0.208, 1,    119.369,  -34.0,   0.99401, 2,    119.376,  146.0,   0.99406, 0, 0, 0, 0
"X2673313B", 0.208, 1,    121.762, -156.6,    1.0139, 2,    121.769,   23.4,     1.014, 0, 0, 0, 0
"X3649302A", 0.208, 1,    121.235,  -33.9,    1.0095, 2,    121.242,  146.1,    1.0096, 0, 0, 0, 0
"X3729297A", 0.208, 1,    120.059,  -34.1,   0.99975, 2,    120.066,  145.9,   0.99981, 0, 0, 0, 0
"X2858163A", 0.208, 1,    119.554,  -34.0,   0.99555, 2,    119.561,  146.0,   0.99561, 0, 0, 0, 0
"X3214112B", 0.208, 1,    119.789, -156.8,   0.99751, 2,    119.796,   23.2,   0.99756, 0, 0, 0, 0
"X2685805A", 0.208, 1,    119.974,  -33.9,   0.99904, 2,    119.981,  146.1,    0.9991, 0, 0, 0, 0
"X2991912A", 0.208, 1,    118.583,  -33.1,   0.98746, 2,     118.59,  146.9,   0.98752, 0, 0, 0, 0
"X3140238A", 0.208, 1,    116.993,  -34.1,   0.97422, 2,        117,  145.9,   0.97428, 0, 0, 0, 0
"X3066830B", 0.208, 1,    121.538, -156.2,    1.0121, 2,    121.545,   23.8,    1.0121, 0, 0, 0, 0
"X3160878C", 0.208, 1,    124.249,   89.5,    1.0346, 2,    124.256,  -90.5,    1.0347, 0, 0, 0, 0
"X2916609C", 0.208, 1,    123.528,   88.9,    1.0286, 2,    123.535,  -91.1,    1.0287, 0, 0, 0, 0
"X2876814A", 0.208, 1,    118.853,  -34.4,   0.98971, 2,     118.86,  145.6,   0.98977, 0, 0, 0, 0
"X3197646B", 0.208, 1,     123.69, -156.1,      1.03, 2,    123.697,   23.9,      1.03, 0, 0, 0, 0
"X2973151A", 0.208, 1,    122.324,  -34.0,    1.0186, 2,    122.331,  146.0,    1.0187, 0, 0, 0, 0
"X3197627C", 0.208, 1,    121.768,   89.4,     1.014, 2,    121.775,  -90.6,     1.014, 0, 0, 0, 0
"X2764412A", 0.208, 1,    117.221,  -34.0,   0.97612, 2,    117.228,  146.0,   0.97618, 0, 0, 0, 0
"X2766716C", 0.208, 1,    122.681,   91.8,    1.0216, 2,    122.689,  -88.2,    1.0216, 0, 0, 0, 0
"X2991917B", 0.208, 1,    121.128, -154.4,    1.0087, 2,    121.135,   25.6,    1.0087, 0, 0, 0, 0
"X3254229B", 0.208, 1,    122.306, -155.0,    1.0185, 2,    122.313,   25.0,    1.0185, 0, 0, 0, 0
"X2935556B", 0.208, 1,    121.757, -156.7,    1.0139, 2,    121.764,   23.3,     1.014, 0, 0, 0, 0
"X3197660B", 0.208, 1,    120.902, -156.4,    1.0068, 2,    120.909,   23.6,    1.0068, 0, 0, 0, 0
"X2989565A", 0.208, 1,    121.459,  -32.4,    1.0114, 2,    121.466,  147.6,    1.0115, 0, 0, 0, 0
"X3645809C", 0.208, 1,    123.595,   92.2,    1.0292, 2,    123.602,  -87.8,    1.0293, 0, 0, 0, 0
"X3086075B", 0.208, 1,    125.354, -151.1,    1.0438, 2,    125.361,   28.9,    1.0439, 0, 0, 0, 0
"X3122824A", 0.208, 1,    118.387,  -34.6,   0.98583, 2,    118.394,  145.4,   0.98588, 0, 0, 0, 0
"X3216338B", 0.208, 1,    121.771, -156.6,     1.014, 2,    121.778,   23.4,    1.0141, 0, 0, 0, 0
"X2729405B", 0.208, 1,    124.129, -153.0,    1.0336, 2,    124.137,   27.0,    1.0337, 0, 0, 0, 0
"X2823545A", 0.208, 1,    116.974,  -30.9,   0.97406, 2,     116.98,  149.1,   0.97412, 0, 0, 0, 0
"X2916610B", 0.208, 1,    123.742, -155.8,    1.0304, 2,    123.749,   24.2,    1.0305, 0, 0, 0, 0
"X3177665A", 0.208, 1,    116.097,  -35.6,   0.96676, 2,    116.104,  144.4,   0.96682, 0, 0, 0, 0
"X2803199A", 0.208, 1,    118.658,  -30.9,   0.98809, 2,    118.665,  149.1,   0.98815, 0, 0, 0, 0
"X2803199B", 0.208, 1,    124.656, -151.6,     1.038, 2,    124.663,   28.4,    1.0381, 0, 0, 0, 0
"X2803199C", 0.208, 1,    127.228,   92.0,    1.0594, 2,    127.235,  -88.0,    1.0595, 0, 0, 0, 0
"X2691952A", 0.208, 1,      120.7,  -33.5,    1.0051, 2,    120.707,  146.5,    1.0051, 0, 0, 0, 0
"X2748144A", 0.208, 1,    120.637,  -32.0,    1.0046, 2,    120.644,  148.0,    1.0046, 0, 0, 0, 0
"X3029504B", 0.208, 1,    120.511, -156.5,    1.0035, 2,    120.518,   23.5,    1.0036, 0, 0, 0, 0
"X3197635B", 0.208, 1,    120.527, -156.5,    1.0037, 2,    120.534,   23.5,    1.0037, 0, 0, 0, 0
"X2724120C", 0.208, 1,    123.052,   88.9,    1.0247, 2,    123.059,  -91.1,    1.0247, 0, 0, 0, 0
"X3235244A", 0.208, 1,    121.356,  -33.3,    1.0106, 2,    121.364,  146.7,    1.0106, 0, 0, 0, 0
"X2804254A", 0.208, 1,    121.244,  -33.3,    1.0096, 2,    121.251,  146.7,    1.0097, 0, 0, 0, 0
"X2820531B", 0.208, 1,    123.327, -155.9,     1.027, 2,    123.334,   24.1,     1.027, 0, 0, 0, 0
"X3254214B", 0.208, 1,    120.575, -156.5,     1.004, 2,    120.582,   23.5,    1.0041, 0, 0, 0, 0
"X2691966B", 0.208, 1,    121.797, -155.0,    1.0142, 2,    121.804,   25.0,    1.0143, 0, 0, 0, 0
"X3122822A", 0.208, 1,    120.805,  -33.5,     1.006, 2,    120.812,  146.5,     1.006, 0, 0, 0, 0
